form	lemma	POS	morph
དགོས་	དགོས་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
ཤ་	ཤ་	VERB
རམ་	གམ་	PART
བྱང་	བྱང་	NOUN
གི་	གི་	PART
ས་དབྱིབས་	ས་དབྱིབས་	NO_POS
གྲུ་བཞི་	གྲུ་བཞི་	ADJ
འམ་	གམ་	PART
ཟླུམ་པོ་	ཟླུམ་པོ་	ADJ
ཤ་	ཤ་	VERB
དང་	དང་	NO_POS
བྱང་	བྱང་	NOUN
གཞོལ་	གཞོལ་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
ལྷོ་	ལྷོ་	NOUN
དང་	དང་	NO_POS
ནུབ་	ནུབ་	ADV
ཅུང་ཟད་	ཅུང་ཟད་	ADV
མཐོ་བ་	མཐོ་བ་	VERB
དེ་དག་པ་	དེ་དག་པ་	OTHER
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
དབུ་	དབུ་	NOUN
ཅུང་ཟད་	ཅུང་ཟད་	ADV
མཐོ་བ་	མཐོ་བ་	VERB
།		PUNCT
ཁ་དོག་	ཁ་དོག་	NOUN
དཀར་བ་	དཀར་བ་	VERB
འམ་	གམ་	PART
སེར་བ་	སེར་བ་	NOUN
འམ་	གམ་	PART
དམར་བ་	དམར་བ་	VERB
ཡང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
སྟེ་	སྟེ་	PART
།		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
སྣུམ་པ་	སྣུམ་པ་	NO_POS
ཤི་	ཤི་	VERB
ས་	གིས་	PART
།		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
ཚན་	ཚན་	NOUN
དང་	དང་	NO_POS
ཚ་	ཚ་	VERB
གོ་	གོ་	VERB
ཅན་	ཅན་	PART
དང་	དང་	NO_POS
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
མི་	མི་	PART
སྨིན་པ་	སྨིན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བཀྲ་	བཀྲ་	NO_POS
མི་	མི་	PART
ཤིས་པ་	ཤིས་པ་	VERB
འི་	གི་	PART
ས་	ས་	ADP
སྤངས་	སྤངས་	VERB
ལ་	ལ་	ADP
དགེ་	དགེ་	NOUN
ཞིང་	ཞིང་	ADP
ཤིས་པ་	ཤིས་པ་	VERB
ཡིད་	ཡིད་	NOUN
དུ་	ལ་	PART
འོང་བ་	འོང་བ་	VERB
འི་	གི་	PART
ས་	ས་	ADP
བརྟག་པ་	བརྟག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
བློ་	བློ་	NOUN
ས་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གཟུང་བ་	གཟུང་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ནང་	ནང་	NOUN
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ཁང་པ་	ཁང་པ་	NOUN
འམ་	གམ་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དངོ་	དངོ་	NOUN
བརྩམ་པ་	བརྩམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
བློ་	བློ་	NOUN
ས་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གཟུང་བ་	གཟུང་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གསུམ་པ་	གསུམ་པ་	NUM
མངོན་པ་	མངོན་པ་	VERB
ལས་ཚིག་	ལས་ཚིག་	OTHER
གིས་	གིས་	PART
བསླང་བ་	བསླང་བ་	VERB
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
གཞུང་	གཞུང་	NOUN
ན་	ན་	ADP
མེད་	མེད་	VERB
ཀྱང་	ཀྱང་	PART
དོན་	དོན་	NOUN
གྱིས་	གིས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
ས་	ས་	ADP
དེ་	དེ་	DET
ལ་	ལ་	ADP
བདག་པོ་	བདག་པོ་	NOUN
ཡོད་	ཡོད་	VERB
ན་	ན་	ADP
བསླང་བ་	བསླང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
མ་	མ་	PART
ཁུགས་	ཁུགས་	NO_POS
ན་	ན་	ADP
རིན་	རིན་	NOUN
གྱིས་	གིས་	PART
བསླུ་བ་	བསླུ་བ་	VERB
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
		
དེ་ནས་	དེ་ནས་	NO_POS
བཞི་	བཞི་	NUM
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
དྲུག་	དྲུག་	NUM
		
པ་	པ་	OTHER
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱིས་	གིས་	PART
ས་	ས་	ADP
བཟུང་བ་	བཟུང་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ས་	ས་	ADP
དེ་	དེ་	DET
ར་	ལ་	PART
མཎྜལ་		NON_WORD
ལེགས་པ་	ལེགས་པ་	VERB
ཞིག་	ཅིག་	PART
བྱ་	བྱ་	VERB
ལ་བ་	ལ་བ་	NOUN
བྱུང་	བྱུང་	VERB
བྱུགས་	བྱུགས་	VERB
།		PUNCT
མེ་ཏོག་	མེ་ཏོག་	NOUN
གི་	གི་	PART
ཚོམ་བུ་	ཚོམ་བུ་	OTHER
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
སོ་	སོ་	PART
བདུན་	བདུན་	NUM
དགོད་	དགོད་	VERB
།		PUNCT
བུད་མེད་	བུད་མེད་	NOUN
ཀྱི་	གི་	PART
ཐོད་པ་	ཐོད་པ་	NOUN
མཚན་ལྡན་	མཚན་ལྡན་	ADJ
ཞིག་	ཅིག་	PART
ཏུ་	ལ་	PART
རང་བྱུང་	རང་བྱུང་	NOUN
གི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
ལ་	ལ་	ADP
བདུད་རྩི་	བདུད་རྩི་	NOUN
ལྔ་	ལྔ་	NUM
བསྲེས་	བསྲེས་	NO_POS
ལ་	ལ་	ADP
ལྷ་	ལྷ་	NOUN
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
སོ་	སོ་	PART
བདུན་	བདུན་	NUM
གྱི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་	བཟླས་	NO_POS
།		PUNCT
ཐོད་པ་	ཐོད་པ་	NOUN
བཞི་	བཞི་	NUM
ལ་	ལ་	ADP
ཡིག་འབྲུ་	ཡིག་འབྲུ་	NOUN
གསུམ་	གསུམ་	NUM
བཟླས་	བཟླས་	NO_POS
ཤིང་	ཅིང་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ལྷ་	ལྷ་	NOUN
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
སོ་	སོ་	PART
བདུན་	བདུན་	NUM
ཐོད་པ་	ཐོད་པ་	NOUN
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
བཞི་	བཞི་	NUM
བཅུ་	བཅུ་	NUM
རྩ་	རྩ་	NUM
གཅིག་	གཅིག་	NUM
གི་	གི་	PART
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
ཐོད་པ་	ཐོད་པ་	NOUN
ལ་	ལ་	ADP
བྱ་བ་	བྱ་བ་	VERB
འམ་	གམ་	PART
།		PUNCT
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
མ་	མ་	PART
བྱས་པ་	བྱས་པ་	VERB
ར་	ལ་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་	བཟླས་	NO_POS
ཤིང་	ཅིང་	PART
ཐོད་པ་	ཐོད་པ་	NOUN
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
ལ་	ལ་	ADP
སྔགས་	སྔགས་	NOUN
ཏེ་	སྟེ་	PART
བླུགས་	བླུགས་	VERB
ན་	ནས་	PART
བཞག་པ་	བཞག་པ་	VERB
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
འགྲུབ་	འགྲུབ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
མཎྜལ་		NON_WORD
གྱི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
བཞག་པ་	བཞག་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
		
དེ་ནས་	དེ་ནས་	NO_POS
ལྔ་	ལྔ་	NUM
		
ཞ་	ཞ་	OTHER
		
བདུན་	བདུན་	NUM
		
པ་	པ་	OTHER
མི་མངོན་པ་	མི་མངོན་པ་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
བསླང་བ་	བསླང་བ་	VERB
ལ་	ལ་	ADP
གཉིས་	གཉིས་	NUM
།		PUNCT
ཞི་བ་	ཞི་བ་	VERB
ས་	གིས་	PART
བསླང་བ་	བསླང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དྲག་པོ་	དྲག་པོ་	ADJ
ས་	གིས་	PART
བསླང་བ་	བསླང་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
མཎྜལ་		NON_WORD
དེ་	དེ་	DET
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བསལ་	བསལ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
དྲི་	དྲི་	NOUN
འི་	གི་	PART
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
དང་	དང་	NO_POS
མེ་ཏོག་	མེ་ཏོག་	NOUN
གི་	གི་	PART
ཚོམ་བུ་	ཚོམ་བུ་	OTHER
གཅིག་	གཅིག་	NUM
བྱ་	བྱ་	VERB
།		PUNCT
མཆོད་ཡོན་	མཆོད་ཡོན་	OTHER
ཞབས་བསིལ་	ཞབས་བསིལ་	NO_POS
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
གཅིག་	གཅིག་	NUM
བཤམ་	བཤམ་	NO_POS
།		PUNCT
བདག་	བདག་	PRON
གི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ནག་པོ་	ནག་པོ་	ADJ
འི་	གི་	PART
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
བཞིན་	བཞིན་	NOUN
བསྒོམ་	བསྒོམ་	VERB
།		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བསྡུ་	བསྡུ་	VERB
ལ་	ལ་	ADP
བདག་	བདག་	PRON
གཙོ་བོ་	གཙོ་བོ་	ADJ
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
གྱི་	གི་	PART
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
གྱིས་	གིས་	PART
གནས་པ་	གནས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
བདེ་མཆོག་པ་	བདེ་མཆོག་པ་	PROPN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
གཡོན་པ་	གཡོན་པ་	ADJ
འང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
སྟེ་	སྟེ་	PART
།		PUNCT
སྔོན་བྱུང་	སྔོན་བྱུང་	OTHER
གི་	གི་	PART
དཔེ་	དཔེ་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
ན་	ན་	ADP
གཡས་པ་	གཡས་པ་	VERB
གཙོ་	གཙོ་	NOUN
ཆེ་	ཆེ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
གང་རུང་	གང་རུང་	NOUN
གི་	གི་	PART
སྲིན་ལག་	སྲིན་ལག་	NO_POS
གི་	གི་	PART
རྩ་བ་	རྩ་བ་	NOUN
ར་	ལ་	PART
ཧྃ་		NON_WORD
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
།		PUNCT
ས་	ས་	ADP
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
དགུག་པ་	དགུག་པ་	VERB
འི་	གི་	PART
བསམ་པ་	བསམ་པ་	VERB
ས་	གིས་	PART
ངག་	ངག་	NOUN
ཏུ་	ལ་	PART
ཧྃ་		NON_WORD
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
ལག་པ་	ལག་པ་	NOUN
ས་	ས་	ADP
ལ་	ལ་	ADP
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
བརྡབས་པ་	བརྡབས་པ་	VERB
ས་	གིས་	PART
ཚོམ་བུ་	ཚོམ་བུ་	OTHER
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
ས་	ས་	ADP
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
བཞིན་	བཞིན་	NOUN
ཅན་	ཅན་	PART
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
མདོག་	མདོག་	NOUN
ཅན་	ཅན་	PART
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱིས་	གིས་	PART
བརྒྱན་པ་	བརྒྱན་པ་	VERB
།		PUNCT
ལག་པ་	ལག་པ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱིས་	གིས་	PART
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
བུམ་པ་	བུམ་པ་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
ས་	གིས་	PART
བཀང་བ་	བཀང་བ་	VERB
སྙིང་ག་	སྙིང་ག་	NOUN
འི་	གི་	PART
ཐད་ཀ་	ཐད་ཀ་	NOUN
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
།		PUNCT
ལྟེ་བ་	ལྟེ་བ་	NOUN
ཡན་ཆད་	ཡན་ཆད་	ADV
དམ་	དམ་	PART
ལུས་	ལུས་	NOUN
རིལ་པོ་	རིལ་པོ་	ADJ
འཐོན་	འཐོན་	NO_POS
ཀྱང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
སྟེ་	སྟེ་	PART
།		PUNCT
སྙན་པ་	སྙན་པ་	VERB
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
གིས་	གིས་	PART
བདག་	བདག་	PRON
ལ་	ལ་	ADP
འདི་སྐད་	འདི་སྐད་	NO_POS
དུ་	ལ་	PART
།		PUNCT
རིག་པ་	རིག་པ་	VERB
འཛིན་པ་	འཛིན་པ་	VERB
བདག་	བདག་	PRON
གིས་	གིས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཅི་	ཅི་	NO_POS
བགྱི་	བགྱི་	VERB
བཀའ་	བཀའ་	NOUN
སྩལ་	སྩལ་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
ཞེ་	ཅེས་	PART
སྨྲ་བ་	སྨྲ་བ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
མཆོད་པ་	མཆོད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
བསངས་	བསངས་	NO_POS
ཤིང་	ཅིང་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབ་པ་	བརླབ་པ་	VERB
ཚེས་བཅུ་	ཚེས་བཅུ་	OTHER
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
བཞིན་	བཞིན་	NOUN
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་	བརླབས་	NO_POS
ལ་	ལ་	ADP
དབུལ་བ་	དབུལ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
བཟེད་ཞལ་	བཟེད་ཞལ་	NO_POS
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
ཨོཾ་	ཨོཾ་	X
པྲྀ་		NON_WORD
ཐི་	ཐི་	NO_POS
ཝཱི་		NON_WORD
དེ་	དེ་	DET
ཝཱི་		NON_WORD
གྲྀཧྞེ་		NON_WORD
དཾ་		NON_WORD
ཨརྒྷཾ་		NON_WORD
པྲ་	པྲ་	NOUN
ཏིཙྪ་		NON_WORD
		
ལུ་	ལུ་	NO_POS
		
ཡེ་	ཡེ་	ADV
		
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།		PUNCT
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ལ་	ལ་	ADP
མཆོད་ཡོན་	མཆོད་ཡོན་	OTHER
དབུལ་	དབུལ་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
སྔགས་	སྔགས་	NOUN
གཞན་	གཞན་	DET
འདྲ་བ་	འདྲ་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཨརྒྷཾ་		NON_WORD
གྱི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	སུ་	ADP
པཱ་	པཱ་	NO_POS
དྱཾ་		NON_WORD
པྲ་	པྲ་	NOUN
ཏཱིཙྪ་		NON_WORD
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
ཞབས་བསིལ་	ཞབས་བསིལ་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
བཛྲ་	བཛྲ་	NO_POS
