form	lemma	POS	morph
བདེ་མཆོག་	བདེ་མཆོག་	PROPN
གཏོར་མ་	གཏོར་མ་	NOUN
གཉིས་	གཉིས་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འང་	ཀྱང་	PART
བཤམ་	བཤམ་	NO_POS
མོ་	མོ་	PRON
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བདག་ཉིད་	བདག་ཉིད་	NOUN
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བསྒོམས་	བསྒོམས་	VERB
ལ་	ལ་	ADP
བདག་ཉིད་	བདག་ཉིད་	NOUN
ལ་	ལ་	ADP
མཆོད་པ་	མཆོད་པ་	VERB
ཅི་	ཅི་	NO_POS
འགྲུབ་	འགྲུབ་	VERB
བྱ་	བྱ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རང་	རང་	PRON
གི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
སྣ་བུག་	སྣ་བུག་	NO_POS
གཡས་གཡོན་	གཡས་གཡོན་	NOUN
གཉིས་	གཉིས་	NUM
ན་	ནས་	PART
ཕྱེད་ཕྱེད་	ཕྱེད་ཕྱེད་	NO_POS
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
ར་	ལ་	PART
བསྡུ་	བསྡུ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བྲིས་སྐུ་	བྲིས་སྐུ་	NOUN
འི་	གི་	PART
བགེགས་	བགེགས་	NOUN
སྦྱང་བ་	སྦྱང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
གཏོར་མ་	གཏོར་མ་	NOUN
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
།		PUNCT
སརྦ་	སརྦ་	NO_POS
བིགྷྣཱན་		NON_WORD
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
ན་	ན་	ADP
མཿ་		NON_WORD
		
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏེ་	སྟེ་	PART
བྷྱོ་		NON_WORD
བྷི་		NON_WORD
ཤྭ་	ཤྭ་	NO_POS
མུ་	མུ་	NOUN
ཁེ་	ཁེ་	NOUN
བྷྱཿ་		NON_WORD
སརྦ་	སརྦ་	NO_POS
ཐཱ་		NON_WORD
ཁཾ་		NON_WORD
ཨུངྒ་		NON_WORD
ཏེ་	སྟེ་	PART
སྥ་		NON_WORD
ར་	ར་	ADP
ཎ་		NON_WORD
ཨི་	ཨི་	NO_POS
མཾ་	མཾ་	NO_POS
ག་	ག་	PRON
ག་	ག་	PRON
ན་	ན་	ADP
ཁཾ་		NON_WORD
གྲྀཧྣེ་		NON_WORD
དཾ་		NON_WORD
༑		PUNCT
བ་	བ་	X
ལིཾ་		NON_WORD
ཏེ་	སྟེ་	PART
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
བརྗོད་	བརྗོད་	VERB
དེ་	དེ་	DET
བསྐོར་	བསྐོར་	VERB
ཞིང་	ཞིང་	SCONJ
གཏང་	གཏང་	NO_POS
།		PUNCT
ཏིང་ལོ་	ཏིང་ལོ་	NO_POS
ཆང་	ཆང་	NOUN
བུ་	བུ་	NOUN
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
།		PUNCT
སུམྦྷ་		NON_WORD
ནི་	ནི་	NO_POS
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
བསྐོར་	བསྐོར་	VERB
ལ་	ལ་	ADP
གཏང་	གཏང་	NO_POS
།		PUNCT
གུ་གུལ་	གུ་གུལ་	NO_POS
གྱིས་	གིས་	PART
བདུག་	བདུག་	NO_POS
ཉུངས་	ཉུངས་	NO_POS
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
བྲབ་	བྲབ་	NO_POS
།		PUNCT
དྲག་པོ་	དྲག་པོ་	ADJ
ས་	གིས་	PART
སྦྱང་བ་	སྦྱང་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གཡའ་	གཡའ་	NOUN
སུ་	སུ་	ADP
མེ་	མེ་	NOUN
གཡོན་	གཡོན་	NOUN
དུ་	ལ་	PART
ཆུ་	ཆུ་	NOUN
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
།		PUNCT
		
ཞ་	ཞ་	OTHER
		
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
ལེའུ་	ལེའུ་	NOUN
དྲུག་པ་	དྲུག་པ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཆགས་	ཆགས་	VERB
བྱུང་	བྱུང་	VERB
སྡིག་པ་	སྡིག་པ་	VERB
མི་ཟད་པ་	མི་ཟད་པ་	NO_POS
།		PUNCT
སྣ་	སྣ་	NOUN
ཡི་	ཡི་	ADP
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
བྱུང་	བྱུང་	VERB
ན་	ནས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
འི་	གི་	PART
གཟུགས་	གཟུགས་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
ཟོས་པ་	ཟོས་པ་	VERB
ར་	ལ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
དང་	དང་	NO_POS
།		PUNCT
ཞེ་	ཞེ་	PART
ལྔ་པ་	ལྔ་པ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
༑		PUNCT
སྡིག་པ་	སྡིག་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
དག་པ་	དག་པ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
བླ་མ་	བླ་མ་	NOUN
མཉེས་པ་	མཉེས་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
སོ་	སོ་	PART
། །		PUNCT
		
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
ཌཱ་	ཌཱ་	NO_POS
ཀ་ཁ་	ཀ་ཁ་	NOUN
ཁ་	ཁ་	PRON
ཁཱ་		NON_WORD
ཧི་	ཧི་	NO_POS
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
ཁཱ་		NON_WORD
ཧི་	ཧི་	NO_POS
		
སརྦ་	སརྦ་	NO_POS
པཱ་	པཱ་	NO_POS
པཾ་		NON_WORD
ད་	ད་	ADV
ཧ་	ཧ་	NOUN
ན་	ན་	ADP
		
ཡ་	ཡ་	NOUN
		
ཞ་	ཞ་	OTHER
		
བཛྲ་	བཛྲ་	NO_POS
ཡེ་	ཡེ་	ADV
		
ལུ་	ལུ་	NO_POS
		
པ་	པ་	OTHER
པཾ་		NON_WORD
བྷསྨི་		NON_WORD
ཀུ་རུ་	ཀུ་རུ་	NO_POS
		
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།		PUNCT
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
དེ་	དེ་	DET
ལག་པ་	ལག་པ་	NOUN
གཡས་པ་	གཡས་པ་	VERB
ས་	གིས་	PART
ཏིལ་	ཏིལ་	NOUN
མེ་	མེ་	NOUN
ར་	ལ་	PART
བསྲེག་	བསྲེག་	VERB
།		PUNCT
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
ཏིལ་	ཏིལ་	NOUN
ཆུ་		
དོར་	དོར་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མེ་	མེ་	NOUN
ཡང་	ཀྱང་	PART
ཆུ་		
བླུགས་	བླུགས་	VERB
ལ་	ལ་	ADP
བཞི་མདོ་	བཞི་མདོ་	NOUN
ར་	ལ་	PART
དོར་	དོར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
དང་	དང་	NO_POS
སློབ་མ་	སློབ་མ་	NOUN
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
འི་	གི་	PART
སྡིག་པ་	སྡིག་པ་	VERB
སྦྱང་བ་	སྦྱང་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བྲིས་སྐུ་	བྲིས་སྐུ་	NOUN
ལ་	ལ་	ADP
མེ་ལོང་	མེ་ལོང་	NOUN
བསྟན་	བསྟན་	VERB
ལ་	ལ་	ADP
དེ་	དེ་	DET
འི་	གི་	PART
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ཤར་བ་	ཤར་བ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཇི་ལྟ་		
བལྟམས་པ་	བལྟམས་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ཚིགས་བཅད་	ཚིགས་བཅད་	NOUN
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
ཨོཾ་	ཨོཾ་	X
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
ཨ་	ཨ་	X
བྷི་		NON_WORD
ཥེ་		NON_WORD
ཀ་	ཀ་	DET
ཏ་	ཏ་	OTHER
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
ཤྲི་		NON_WORD
ཡེ་	ཡེ་	ADV
ཧཱུྃ་		NON_WORD
༑		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
མི་གཙང་བ་	མི་གཙང་བ་	NO_POS
འི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
བཀྲུའོ་		NON_WORD
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བྲིས་སྐུ་	བྲིས་སྐུ་	NOUN
དེ་	དེ་	DET
སྟ་གོན་	སྟ་གོན་	NOUN
གྱི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སུ་	སུ་	ADP
བཤད་པ་	བཤད་པ་	VERB
ལྟ་	ལྟ་	OTHER
།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཡན་ལག་	ཡན་ལག་	NOUN
བཞི་	བཞི་	NUM
ས་	གིས་	PART
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
ལ་	ལ་	ADP
།		PUNCT
ལྷ་	ལྷ་	NOUN
རྣམས་	རྣམས་	DET
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
གྱི་	གི་	PART
ཉེ་སྙིང་	ཉེ་སྙིང་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
སྒོ་མ་	སྒོ་མ་	NO_POS
བཞི་	བཞི་	NUM
འི་	གི་	PART
ཕྲེང་སྔགས་	ཕྲེང་སྔགས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཨཱ་ལི་	ཨཱ་ལི་	NOUN
འི་	གི་	PART
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ཡི་གེ་	ཡི་གེ་	NOUN
བརྒྱ་	བརྒྱ་	NUM
བ་	བ་	ADP
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་པ་	བརླབས་པ་	VERB
ས་	གིས་	PART
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དངོ་	དངོ་	NOUN
སུ་	སུ་	ADP
འབྱོར་པ་	འབྱོར་པ་	NOUN
འམ་	གམ་	PART
		
ཞ་	ཞ་	OTHER
		
སྔགས་	སྔགས་	NOUN
ཙམ་	ཙམ་	DET
མམ་	གམ་	PART
		
ཡིད་	ཡིད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
		
འི་	འི་	ADP
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དང་	དང་	NO_POS
།		PUNCT
ནང་	ནང་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འཁྱུད་པ་	འཁྱུད་པ་	VERB
འི་	གི་	PART
དང་	དང་	NO_POS
།		PUNCT
བླ་	བླ་	NOUN
ན་	ན་	ADP
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
དང་བསྟོད་པ་	དང་བསྟོད་པ་	NO_POS
འི་	གི་	PART
བ་	བ་	NOUN
ནི་	ནི་	NO_POS
		
ལུ་	ལུ་	NO_POS
		
ཅི་	ཅི་	NO_POS
འབྱོར་	འབྱོར་	VERB
གྱིས་	གིས་	PART
མཆོད་	མཆོད་	VERB
།		PUNCT
བསྟོད་པ་	བསྟོད་པ་	VERB
གང་རུང་	གང་རུང་	NOUN
གིས་	གིས་	PART
།		PUNCT
		
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལ་	ལ་	ADP
མཆོད་པ་	མཆོད་པ་	VERB
འོ་	གོ་	PART
།།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དུར་ཁྲོད་	དུར་ཁྲོད་	NOUN
ཀྱི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
གཏོར་མ་	གཏོར་མ་	NOUN
རྒྱ་ཆེན་པོ་	རྒྱ་ཆེན་པོ་	ADJ
གཏང་	གཏང་	NO_POS
།		PUNCT
		
གྱི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
		
ལུ་	ལུ་	NO_POS
		
དེ་ནས་	དེ་ནས་	NO_POS
		
དམ་ཚིག་	དམ་ཚིག་	NOUN
ཅན་	ཅན་	PART
ཚོགས་པ་	ཚོགས་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བཟའ་བཏུང་	བཟའ་བཏུང་	NOUN
གི་	གི་	PART
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
ཀྱིས་	གིས་	PART
ཚིམ་པ་	ཚིམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀྱིས་	གིས་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དུ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
ན་	ནས་	PART
བརྩམས་	བརྩམས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
ལ་	ལ་	ADP
ཇི་ཙམ་	ཇི་ཙམ་	PRON
བསྐུར་	བསྐུར་	NO_POS
		
གྱི་	གི་	PART
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
ཚད་	ཚད་	NOUN
ཀྱི་	གི་	PART
		
དབང་	དབང་	NOUN
		
ལུ་	ལུ་	NO_POS
		
།		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
གཙོ་བོ་	གཙོ་བོ་	ADJ
ལ་	ལ་	ADP
ས་	གིས་	PART
		
བླང་	བླང་	NO_POS
ངོ་	ངོ་	PART
། །		PUNCT
དེ་ཙམ་	དེ་ཙམ་	NO_POS
གྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
མཆོད་པ་	མཆོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བདག་ཉིད་	བདག་ཉིད་	NOUN
འཇུག་པ་	འཇུག་པ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
བསྟན་	བསྟན་	VERB
ཏོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སློབ་མ་	སློབ་མ་	NOUN
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དུ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
		
ནི་	ནི་	NO_POS
།		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཐམས་ཅད་པ་	ཐམས་ཅད་པ་	DET
འི་	གི་	PART
བུམ་པ་	བུམ་པ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གདོང་	གདོང་	NOUN
གཡོགས་	གཡོགས་	VERB
དང་	དང་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཁྱེ་	ཁྱེ་	VERB
ལ་	ལ་	ADP
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
		
ཞ་	ཞ་	OTHER
		
ནི་	ནི་	NO_POS
།		PUNCT
སློབ་	སློབ་	VERB
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
		
བདེན་པ་	བདེན་པ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
བརྗོད་པ་	བརྗོད་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
སྟེ་	སྟེ་	PART
།།		PUNCT
དག་	དག་	DET
ཅིང་	ཅིང་	PART
གསལ་	གསལ་	VERB
ལ་	ལ་	ADP
རྙོག་པ་	རྙོག་པ་	VERB
མེད་	མེད་	VERB
། །		PUNCT
གཟུང་	གཟུང་	VERB
དུ་	ལ་	PART
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
བརྗོད་	བརྗོད་	VERB
དུ་	ལ་	PART
མེད་	མེད་	VERB
"།

།"		PUNCT
རྒྱུ་	རྒྱུ་	NOUN
དང་ལ་	དང་ལ་	NO_POS
ས་	གིས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
། །		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
ངེས་པ་		
འབྱུང་	འབྱུང་	VERB
། །		PUNCT
བདེན་པ་	བདེན་པ་	VERB
དེ་	དེ་	DET
ཡི་	གིས་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དུ་	ལ་	PART
